DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
48:27.3,-0.659,133.434,16,6,Mw,159,,,0.99,NEI,2009010640
21:35.6,10.165,-84.197,14,6.1,Mw,289,,,0.95,NEI,2009010840
04:42.6,-13.147,66.078,10,6,Mw,166,,,1.32,NEI,2009011340
27:20.3,-22.352,170.635,27,6.7,Mw,253,,,0.96,NEI,2009011540
49:39.1,46.857,155.154,36,7.4,Mw,522,,,0.91,NEI,2009011540
11:48.9,-30.199,-177.951,33,6.4,Mw,361,,,1,NEI,2009011840
35:18.8,-22.596,170.911,12,6.6,Mw,182,,,1.16,NEI,2009011940
46:37.5,-22.477,170.806,35,6,Mw,123,,,1.13,NEI,2009011940
08:43.0,-22.689,171.043,24,6.1,Mw,185,,,1.01,NEI,2009012140
40:26.0,-5.912,148.511,44,6.1,Mw,183,,,0.83,NEI,2009012240
16:34.6,-7.307,128.568,146.7,6.1,Mw,391,,,0.94,NEI,2009012240
53:21.8,-13.582,-76.558,21,6,Mw,277,,,0.95,NEI,2009020240
09:03.0,-6.567,-81.15,15,6,Mw,208,,,0.98,NEI,2009020940
34:50.5,3.886,126.387,20,7.2,Mw,432,,,1.14,NEI,2009021140
25:11.2,4.026,126.783,35,6,Mw,168,,,1.08,NEI,2009021140
49:39.7,3.947,126.411,26,6,Mw,284,,,1.27,NEI,2009021240
30:17.3,3.972,126.724,35,6,Mw,274,,,0.93,NEI,2009021240
15:06.3,4.036,126.548,27,6.3,Mw,317,,,0.89,NEI,2009021240
04:49.3,-5.854,-80.891,21,6.1,Mw,372,,,0.8,NEI,2009021540
30:53.3,-30.724,-178.617,13,6,Mw,105,,,1.35,NEI,2009021740
53:45.2,-27.424,-176.33,25,7,Mw,353,,,0.95,NEI,2009021840
45:22.4,3.679,126.561,32,6,Mw,229,,,1.01,NEI,2009022240
33:06.3,-60.525,-24.796,15,6.3,Mw,245,,,1.04,NEI,2009022840
50:29.4,80.324,-1.853,9,6.5,Mw,341,,,0.9,NEI,2009030640
23:34.8,5.686,-82.767,9,6.3,Mw,372,,,1.29,NEI,2009031240
15:56.5,3.807,126.552,35,6.3,Mw,243,,,1.18,NEI,2009031640
17:40.5,-23.043,-174.66,31,7.6,Mw,504,,,1,NEI,2009031940
59:31.7,-2.952,139.543,93,6,Mw,253,,,1.11,NEI,2009032840
54:58.8,-3.522,144.102,10,6.4,Mw,223,,,1.26,NEI,2009040140
31:55.5,5.149,127.201,48,6.3,Mw,281,,,0.96,NEI,2009040440
32:39.0,42.334,13.334,8.8,6.3,Mw,488,,,0,ROM,2009040640
23:33.1,46.049,151.548,31,6.9,Mw,493,,,0.94,NEI,2009040740
01:34.7,-3.115,100.471,22,6.3,Mw,309,,,0.99,NEI,2009041540
57:06.2,-60.203,-26.858,20,6.7,Mw,214,,,0.99,NEI,2009041640
08:08.7,-19.584,-70.483,25,6.1,Mw,369,,,0.86,NEI,2009041740
17:58.9,46.015,151.427,35,6.6,Mw,459,,,0.87,NEI,2009041840
23:25.9,4.136,126.678,25,6.1,Mw,237,,,0.9,NEI,2009041940
26:11.5,50.833,155.009,152,6.2,Mw,485,,,0.79,NEI,2009042140
06:53.1,-30.3,-178.582,131.7,6.1,Mw,255,,,0.85,NEI,2009042640
21:45.3,14.546,-91.143,108,6.3,Mw,451,,,1.24,NEI,2009050340
16:07.0,1.393,-85.169,6,6.1,Mw,299,,,0.97,NEI,2009051040
26:26.6,-5.664,149.543,89,6.1,Mw,194,,,1.09,NEI,2009051240
53:51.2,-31.553,-178.833,43,6.5,Mw,466,,,0.88,NEI,2009051640
58:02.1,-31.475,-177.683,4,6,Mw,213,,,1.21,NEI,2009052440
24:46.6,16.731,-86.217,19,7.3,Mw,464,,,1.12,NEI,2009052840
17:03.5,-17.757,167.949,15,6.3,Mw,257,,,0.86,NEI,2009060240
25:25.5,-45.833,35.139,16,6,Mw,128,,,0.99,NEI,2009060440
30:33.1,41.824,143.445,29,6.4,Mw,424,,,0.71,NEI,2009060540
33:28.8,23.864,-46.105,14,6,Mw,383,,,0.88,NEI,2009060640
44:15.1,-17.611,167.812,15,6,Mw,278,,,0.84,NEI,2009061240
58:43.3,5.361,126.438,35,6.1,Mw,261,,,0.93,NEI,2009061440
05:57.0,-54.366,5.871,10,6.1,Mw,168,,,1.24,NEI,2009061640
19:22.3,-5.157,153.782,64,6.7,Mw,269,,,1.17,NEI,2009062340
30:10.4,34.164,25.471,19,6.4,Mw,396,,,0.82,NEI,2009070140
00:14.6,25.131,-109.754,10,6,Mw,211,,,1.13,NEI,2009070340
49:35.5,9.59,-78.966,38,6.1,Mw,358,,,0.95,NEI,2009070440
53:12.2,50.435,176.992,22,6.1,Mw,397,,,0.81,NEI,2009070640
11:46.7,75.351,-72.453,19,6.1,Mw,347,,,1,NEI,2009070740
23:37.7,-36.004,-102.686,12,6,Mw,198,,,1.23,NEI,2009070840
12:47.3,-15.041,-70.445,198.9,6.1,Mw,335,,,1.07,NEI,2009071240
05:01.4,24.056,122.201,17,6.3,Mw,256,,,1.04,NEI,2009071340
22:29.0,-45.762,166.562,12,7.8,Mw,434,,,0,WEL,2009071540
41:53.8,-46.036,165.937,12,6.1,ML,194,,,0,WEL,2009071540
10:42.7,-3.375,150.506,13.4,6.1,Mw,156,,,1.05,NEI,2009071540
33:29.9,-56.234,-124.296,10,6.1,Mw,66,,,1.13,NEI,2009080140
54:33.4,-0.447,132.908,20,6.1,Mw,223,,,0.88,NEI,2009080240
59:56.2,29.039,-112.903,10,6.9,Mw,243,,,1.29,NEI,2009080340
40:50.1,29.31,-113.728,10,6.2,Mw,234,,,1.28,NEI,2009080340
17:58.8,24.233,125.095,25,6.1,Mw,221,,,0.89,NEI,2009080540
31:40.5,-45.554,166.356,10,6.1,Mw,163,,,1.12,NEI,2009080540
55:55.1,33.167,137.944,292,7.1,Mw,447,,,0.91,NEI,2009080940
06:31.0,-11.612,166.09,35,6.6,Mw,251,,,1.29,NEI,2009081040
55:38.7,14.099,92.902,24,7.5,Mw,303,,,1.03,NEI,2009081040
07:09.1,34.743,138.264,40.4,6.2,Mw,163,,,0.94,NEI,2009081040
48:51.4,32.821,140.395,53,6.6,Mw,336,,,0.78,NEI,2009081240
38:21.7,-1.479,99.49,20,6.7,Mw,369,,,1.07,NEI,2009081640
05:49.0,23.501,123.499,20,6.7,Mw,345,,,1.01,NEI,2009081740
10:56.5,23.426,123.516,15,6.1,Mw,350,,,0.92,NEI,2009081740
20:47.5,-26.064,-178.391,269.8,6.3,Mw,337,,,0.85,NEI,2009081840
35:04.4,72.2,0.944,6,6,Mw,465,,,0.93,NEI,2009082040
51:20.4,-7.146,123.427,642.4,6.9,Mw,350,,,0.84,NEI,2009082840
52:06.6,37.696,95.718,13,6.3,Mw,351,,,0.81,NEI,2009082840
51:32.9,-15.223,-172.571,11,6.6,Mw,431,,,1.04,NEI,2009083040
55:01.0,-7.782,107.297,46,7,Mw,312,,,0.89,NEI,2009090240
00:09.3,-29.395,-178.956,257,6.2,Mw,378,,,1.06,NEI,2009090240
26:17.9,31.14,130.014,163,6.2,Mw,460,,,1,NEI,2009090340
12:22.6,-10.198,110.628,23,6.2,Mw,349,,,0.81,NEI,2009090740
41:37.4,42.66,43.443,15,6,Mw,309,,,0.75,NEI,2009090740
46:50.3,48.317,154.192,36,6,Mw,470,,,0.81,NEI,2009091040
06:25.5,10.709,-67.927,14,6.4,Mw,508,,,1.24,NEI,2009091240
21:38.5,-29.144,-112.267,10,6.2,Mw,299,,,0.94,NEI,2009091740
53:05.9,27.332,91.437,14,6.1,Mw,259,,,0.98,NEI,2009092140
59:30.5,-52.963,159.911,10,6,Mw,111,,,0.92,NEI,2009092340
16:20.3,18.829,-107.339,13,6.4,Mw,375,,,1.33,NEI,2009092440
48:11.0,-15.489,-172.095,18,8.1,Mw,520,,,1.01,NEI,2009092940
56:05.8,-15.355,-173.159,10,6,Mb,101,,,1.17,NEI,2009092940
45:03.5,-15.832,-172.551,10,6,Mb,311,,,0.94,NEI,2009092941
16:09.2,-0.72,99.867,81,7.6,Mw,498,,,0.92,NEI,2009093040
52:27.3,-2.482,101.524,9,6.6,Mw,417,,,1.15,NEI,2009100140
07:39.3,-16.335,-173.471,8,6.1,Mw,379,,,1,NEI,2009100240
47:09.3,-17.017,174.505,10,6,Mw,229,,,1.26,NEI,2009100240
36:06.1,23.63,121.452,28,6.1,Mw,311,,,0.97,NEI,2009100340
58:00.2,6.74,123.378,620,6.6,Mw,419,,,1.05,NEI,2009100440
41:13.3,4.079,122.371,574,6.8,Mw,326,,,1.06,NEI,2009100740
03:14.5,-13.006,166.51,45,7.7,Mw,283,,,1.31,NEI,2009100740
18:51.2,-12.517,166.382,35,7.8,Mw,195,,,0.97,NEI,2009100740
50:15.8,-12.39,166.086,21,6.8,Mw,74,,,0.92,NEI,2009100740
13:48.2,-13.093,166.497,31.1,7.4,Mw,314,,,0.96,NEI,2009100740
28:48.0,-13.298,165.91,35,6.8,Mw,174,,,1.45,NEI,2009100840
34:37.0,-12.237,166.489,35,6,Mb,193,,,1.18,NEI,2009100840
11:07.5,-11.263,165.819,44.7,6.1,Mw,114,,,0.91,NEI,2009100840
16:13.9,-12.912,166.314,35,6,Mw,178,,,1.13,NEI,2009100841
24:38.5,47.851,152.455,112,6,Mw,512,,,0.86,NEI,2009101040
12:13.5,-22,170.248,10,6,Mw,198,,,0.98,NEI,2009101140
15:47.3,-17.099,66.688,10,6.2,Mw,344,,,0.95,NEI,2009101240
37:21.5,-12.414,166.498,42,6.2,Mw,230,,,1.24,NEI,2009101240
37:23.7,52.754,-166.997,24,6.5,Mw,485,,,0.92,NEI,2009101340
38:05.3,2.93,128.232,32,6,Mw,207,,,1.02,NEI,2009101340
21:53.2,52.604,-167.118,14,6.4,Mw,445,,,1.17,NEI,2009101340
00:21.8,-14.91,-174.823,10,6.3,Mw,163,,,1.17,NEI,2009101440
11:16.4,-3.058,139.539,105.7,6,Mw,172,,,0.79,NEI,2009101540
48:21.9,3.272,-103.823,10,6,Mw,305,,,0.96,NEI,2009101540
52:50.8,-6.534,105.223,38,6.1,Mw,388,,,1.02,NEI,2009101640
49:38.4,-15.36,-172.264,18,6,Mw,471,,,0.92,NEI,2009101940
51:39.2,6.729,-82.579,18,6,Mw,294,,,1.19,NEI,2009102240
51:27.5,36.517,70.95,185.9,6.2,Mw,395,,,0.84,NEI,2009102240
14:13.1,-12.196,166.047,31.1,6,Mw,129,,,0.97,NEI,2009102340
40:43.7,-6.133,130.385,130,6.9,Mw,397,,,0.81,NEI,2009102440
53:52.1,-23.091,-179.205,417.9,6,Mw,337,,,0.81,NEI,2009102540
04:46.2,-59.955,-65.163,10,6,Mw,192,,,1.11,NEI,2009102740
44:32.1,36.391,70.722,210,6.2,Mw,372,,,0.99,NEI,2009102940
03:39.1,29.218,129.782,34,6.8,Mw,424,,,1.02,NEI,2009103040
47:13.2,-24.121,-175.173,9,6.2,Mw,432,,,0.8,NEI,2009110240
43:20.7,-52.292,160.703,10,6,Mw,80,,,1.13,NEI,2009110540
41:43.4,-8.207,118.631,18,6.6,Mw,305,,,1.03,NEI,2009110840
44:55.1,-17.239,178.331,595,7.3,Mw,430,,,0.87,NEI,2009110940
48:46.8,8.082,91.899,23,6,Mw,355,,,0.84,NEI,2009111040
05:57.2,-19.394,-70.321,27,6.5,Mw,390,,,0.83,NEI,2009111340
44:29.9,-22.965,-66.641,220.4,6.2,Mw,427,,,1.23,NEI,2009111440
30:47.4,52.123,-131.395,17,6.6,Mw,388,,,1.16,NEI,2009111740
48:20.6,-17.794,-178.425,522.6,6.4,Mw,394,,,0.79,NEI,2009112240
47:27.5,-31.569,179.467,435.7,6.2,Mw,320,,,1.01,NEI,2009112240
47:15.7,-20.708,-174.035,18,6.8,Mw,459,,,0.9,NEI,2009112440
04:22.2,-10.403,118.885,15,6,Mw,306,,,1.04,NEI,2009112840
21:18.0,-29.216,-177.018,28,6,Mw,314,,,0.91,NEI,2009112840
10:20.6,5.326,126.288,38.8,6.1,Mw,221,,,1.03,NEI,2009112840
12:32.5,-56.476,-122.321,10,6,Mw,162,,,1.13,NEI,2009120340
46:03.3,-22.15,170.963,45,6.4,Mw,338,,,1.05,NEI,2009120940
00:43.3,-0.642,-21.072,10,6.4,Mw,151,,,1.12,NEI,2009120940
29:02.9,2.759,95.91,21,6,Mw,245,,,0.9,NEI,2009120940
30:52.7,53.417,152.756,656.2,6.3,Mw,415,,,0.78,NEI,2009121040
54:01.8,-5.958,154.444,39,6,Mw,215,,,1.12,NEI,2009121440
02:15.6,23.796,121.605,43,6.4,Mw,426,,,1.04,NEI,2009121940
19:15.5,-10.108,33.818,6,6,Mw,301,,,1.05,NEI,2009121940
11:58.2,-1.434,99.393,19,6,Mw,391,,,0.96,NEI,2009122340
23:31.7,42.245,134.719,392,6.3,Mw,487,,,0.88,NEI,2009122440
57:27.7,-5.53,131.205,85,6.1,Mw,341,,,0.83,NEI,2009122640
23:24.0,-59.401,-150.975,10,6,Mw,44,,,1.3,NEI,2009123140
45:33.0,12.424,141.949,8,6.1,Mw,234,,,1.15,NEI,2010010240
48:02.9,-8.726,157.487,10,6.6,Mw,282,,,1.24,NEI,2010010340
36:25.6,-8.783,157.354,10,7.1,Mw,377,,,1.09,NEI,2010010340
55:39.4,-58.173,-14.695,13,6.8,Mw,198,,,1.19,NEI,2010010540
15:32.2,-9.019,157.551,15.4,6.8,Mw,338,,,1.16,NEI,2010010540
11:42.8,-9.05,157.892,35,6,Mw,117,,,1.21,NEI,2010010540
51:30.5,-9.131,157.626,12,6.2,Mw,266,,,1.24,NEI,2010010940
27:39.3,40.652,-124.6925,29.33,6.5,Mw,48,220,36,0.2,NC,713380
53:10.1,18.443,-72.571,13,7,Mw,500,,,0.97,NEI,2010011240
00:41.5,18.387,-72.784,10,6,Mw,196,,,0.84,NEI,2010011240
00:01.1,-57.664,-65.879,5,6.3,Mw,243,,,0.89,NEI,2010011740
28:16.9,-6.112,154.463,32,6.2,Mw,261,,,1.02,NEI,2010020140
59:05.5,-47.911,99.593,1,6.2,Mw,203,,,1.14,NEI,2010020540
44:58.4,46.836,152.731,30,6,Mw,339,,,0.92,NEI,2010020640
10:00.2,23.488,123.615,21,6.3,Mw,394,,,1.12,NEI,2010020740
03:44.4,-15.053,-173.492,10,6.1,Mw,174,,,1.21,NEI,2010020940
34:28.9,-21.902,-174.767,11,6.1,Mw,361,,,0.92,NEI,2010021340
51:47.8,-7.217,128.723,126,6.2,Mw,415,,,0.87,NEI,2010021540
13:19.5,42.587,130.703,577.7,6.9,Mw,524,,,1.35,NEI,2010021840
00:51.3,-23.626,-176.036,15,6,Mw,251,,,0.81,NEI,2010022240
31:27.0,25.93,128.425,25,7,Mw,487,,,1.05,NEI,2010022640
34:11.5,-36.122,-72.898,22.9,8.8,Mw,454,,,1.09,NEI,2010022740
51:17.6,-31.663,-69.141,39.8,6,Mb,118,,,0.69,NEI,2010022740
52:34.0,-34.867,-72.614,35,6.2,Mb,150,,,0.98,NEI,2010022740
12:28.4,-33.878,-71.943,35,6,Mb,291,,,1.02,NEI,2010022740
37:18.0,-36.869,-72.673,35,6,Mb,319,,,0.86,NEI,2010022740
01:23.0,-37.773,-75.048,35,7.4,Mw,409,,,1.06,NEI,2010022740
25:29.6,-34.749,-72.427,35,6.1,Mb,337,,,0.8,NEI,2010022740
30:36.4,-33.281,-71.955,35,6.1,ML,213,,,0,GUC,2010022741
45:37.0,-24.872,-65.602,10,6.3,Mw,376,,,0,SJA,2010022742
24:30.6,-36.354,-73.208,19,6.1,Mw,243,,,1.09,NEI,2010022742
00:06.9,-33.422,-71.828,31.1,6.2,Mw,384,,,1.01,NEI,2010022742
12:34.9,-34.7,-71.827,35,6,Mb,310,,,0.71,NEI,2010022743
25:35.9,-34.903,-71.617,46,6.2,Mw,516,,,0.88,NEI,2010022841
44:25.0,-36.61,-73.36,20,6.1,Mw,232,,,1.04,NEI,2010030340
18:51.3,22.918,120.795,21,6.3,Mw,326,,,0.88,NEI,2010030440
59:48.7,-33.216,-72.125,24.2,6,Mw,302,,,0.86,NEI,2010030440
02:27.5,-13.571,167.227,176,6.5,Mw,426,,,1.01,NEI,2010030440
39:26.5,-22.227,-68.328,114,6.3,Mw,498,,,0.93,NEI,2010030440
19:36.4,-36.631,-73.223,29.9,6.1,Mw,315,,,0.78,NEI,2010030540
47:06.8,-36.665,-73.374,18,6.6,Mw,255,,,0.93,NEI,2010030540
07:00.7,-3.762,100.991,26,6.8,Mw,401,,,1.09,NEI,2010030540
05:24.6,-16.236,-115.296,18,6.3,Mw,448,,,0.9,NEI,2010030740
32:34.7,38.864,39.986,12,6.1,Mw,379,,,0.76,NEI,2010030840
47:08.9,19.348,144.743,427,6.1,Mw,478,,,0.87,NEI,2010030840
39:43.9,-34.29,-71.891,11,6.9,Mw,415,,,0.85,NEI,2010031140
55:27.5,-34.326,-71.799,18,7,Mw,403,,,1.02,NEI,2010031140
06:02.1,-34.47,-72.004,31.5,6,Mb,316,,,1.04,NEI,2010031140
57:44.7,-1.692,128.135,53,6.4,Mw,407,,,1.12,NEI,2010031440
08:04.0,37.745,141.59,32,6.5,Mw,491,,,0.82,NEI,2010031440
08:29.0,-35.802,-73.158,14,6.2,Mw,238,,,1.01,NEI,2010031540
21:57.9,-36.217,-73.257,18,6.7,Mw,312,,,0.93,NEI,2010031640
00:50.0,-3.361,152.245,414.6,6.6,Mw,519,,,0.91,NEI,2010032040
29:24.7,13.827,120.071,16,6,Mw,260,,,0.88,NEI,2010032540
52:07.2,-27.953,-70.821,42,6.3,Mw,387,,,0.9,NEI,2010032640
38:28.0,-35.387,-73.385,29.9,6,Mw,259,,,0,GUC,2010032840
54:46.7,13.667,92.831,34,6.6,Mw,413,,,0.86,NEI,2010033040
58:07.6,-36.227,-72.878,24,6,Mw,353,,,0.81,NEI,2010040240
40:42.4,32.2862,-115.2953,10,7.2,Mw,11,,,0.11,CI,146076
05:44.6,-0.183,125.009,25,6.2,Mw,287,,,0.98,NEI,2010040541
15:01.6,2.383,97.048,31,7.8,Mw,352,,,1.19,NEI,2010040641
33:01.9,-3.76,141.943,23,6,Mw,231,,,1.01,NEI,2010040740
54:24.2,-20.114,-176.223,273.2,6,Mw,354,,,0.75,NEI,2010041040
40:25.6,-10.878,161.116,21,6.9,Mw,399,,,0.97,NEI,2010041140
08:12.8,36.965,-3.542,609.8,6.3,Mw,588,,,0,MDD,2010041140
49:38.3,33.165,96.548,17,6.9,Mw,410,,,1.25,NEI,2010041340
25:15.6,33.195,96.449,7.6,6.1,Mw,251,,,0.87,NEI,2010041440
15:22.0,-6.669,147.291,53,6.2,Mw,435,,,0.87,NEI,2010041740
20:29.1,-15.271,-173.219,35,6.1,Mw,318,,,0.99,NEI,2010042140
03:06.2,-37.529,-72.969,32,6,Mw,237,,,0.86,NEI,2010042340
41:00.4,-1.912,128.122,27,6,Mw,244,,,1.01,NEI,2010042440
59:52.1,22.18,123.623,22,6.5,Mw,351,,,1.09,NEI,2010042640
11:43.1,60.473,-177.877,12,6.5,Mw,430,,,1.12,NEI,2010043040
16:28.6,60.478,-177.65,14.9,6.3,Mw,302,,,0.78,NEI,2010043040
27:45.1,29.645,140.951,84,6.1,Mw,479,,,0.84,NEI,2010050340
09:44.8,-38.072,-73.454,19,6.3,Mw,262,,,1.07,NEI,2010050340
29:03.2,-4.054,101.096,27,6.5,Mw,347,,,0.98,NEI,2010050540
42:47.9,-18.058,-70.547,37,6.2,Mw,455,,,0.73,NEI,2010050640
59:41.6,3.748,96.018,38,7.2,Mw,611,,,0.92,NEI,2010050940
15:43.2,-5.083,-77.541,132,6,Mw,502,,,0.75,NEI,2010051940
30:10.4,-54.8,-135.252,10,6,Mw,90,,,1.28,NEI,2010051940
51:03.1,-54.843,-135.398,10,6,Mw,97,,,1.44,NEI,2010051940
46:52.0,-13.928,-74.352,101.4,6.1,Mw,525,,,0.86,NEI,2010052340
18:29.1,-8.087,-71.558,581.2,6.5,Mw,460,,,0.8,NEI,2010052440
09:05.8,35.336,-35.924,10,6.3,Mw,385,,,1.2,NEI,2010052540
53:08.0,25.773,129.944,10,6.5,Mw,548,,,0.89,NEI,2010052640
14:46.6,-13.698,166.643,31,7.2,Mw,327,,,1.08,NEI,2010052740
48:00.4,-13.658,166.745,35,6.1,Mw,161,,,0.96,NEI,2010052740
16:00.2,6.948,124.025,20,6,Mw,234,,,1.06,NEI,2010053140
51:45.9,11.132,93.471,112,6.5,Mw,422,,,1.09,NEI,2010053140
26:15.8,9.331,-84.206,18,6,Mw,370,,,1.05,NEI,2010060140
23:17.3,-18.597,169.485,12,6,Mw,171,,,1.02,NEI,2010060940
26:50.5,7.881,91.936,35,7.5,Mw,514,,,1.1,NEI,2010061240
06:02.4,-2.386,136.635,13,6.2,Mw,218,,,1.4,NEI,2010061640
16:27.5,-2.174,136.543,18,7,Mw,307,,,1.27,NEI,2010061640
58:08.5,-2.329,136.484,10.5,6.6,Mw,309,,,1.38,NEI,2010061640
06:46.6,-33.168,179.719,170.4,6,Mw,299,,,1.17,NEI,2010061740
23:05.6,44.448,148.689,28,6.2,Mw,424,,,0.89,NEI,2010061840
32:27.4,-5.514,151.161,40,6.1,Mw,338,,,0.9,NEI,2010062440
30:19.5,-10.627,161.447,35,6.7,Mw,392,,,1.19,NEI,2010062640
31:02.2,-23.307,179.116,581.4,6.4,Mw,425,,,0.99,NEI,2010063040
22:27.7,16.396,-97.782,20,6.3,Mw,344,,,0.92,NEI,2010063040
04:03.1,-13.643,166.485,29,6.3,Mw,246,,,1.14,NEI,2010070240
55:52.0,39.697,142.369,27,6.3,Mw,503,,,1,NEI,2010070440
43:32.8,11.143,145.999,13,6.3,Mw,443,,,0.89,NEI,2010071040
11:21.2,-22.146,-68.216,115,6.3,Mw,510,,,0.92,NEI,2010071240
32:21.5,-38.067,-73.31,22,6.6,Mw,295,,,0.86,NEI,2010071440
56:44.9,52.876,-169.848,14,6.7,Mw,702,,,0.94,NEI,2010071840
04:09.4,-5.966,150.428,28,6.9,Mw,456,,,0.96,NEI,2010071841
34:59.4,-5.931,150.59,35,7.4,Mw,397,,,1.16,NEI,2010071842
48:04.5,52.815,-169.719,10,6,Mw,474,,,1,NEI,2010071843
18:20.4,-5.902,150.712,24,6.3,Mw,323,,,1.23,NEI,2010072041
16:04.4,3.039,128.222,100,6.1,Mw,280,,,0.93,NEI,2010072140
03:56.4,-15.132,168.162,6,6.1,Mw,414,,,0.9,NEI,2010072240
08:11.2,6.718,123.409,607.1,7.3,Mw,491,,,0.91,NEI,2010072340
51:11.8,6.497,123.48,578,7.6,Mw,340,,,0.91,NEI,2010072340
15:10.2,6.776,123.259,640.6,7.5,Mw,441,,,0.82,NEI,2010072341
35:01.1,6.218,123.519,553,6.6,Mw,380,,,1.12,NEI,2010072440
31:56.2,6.548,123.222,618,6.6,Mw,179,,,1.43,NEI,2010072940
56:13.7,52.498,159.843,23,6.3,Mw,477,,,0.86,NEI,2010073040
08:25.9,1.239,126.213,41,6.3,Mw,259,,,1.07,NEI,2010080340
46:20.4,-26.916,-177.245,19,6,Mw,277,,,0.94,NEI,2010080440
15:33.5,-5.486,146.822,220,6.5,Mw,403,,,0.97,NEI,2010080440
58:24.2,51.423,-178.649,27,6.4,Mw,482,,,0.89,NEI,2010080440
01:43.6,-5.746,150.765,44,7,Mw,396,,,1.19,NEI,2010080440
48:02.1,45.98,153.175,27.8,6,Mw,393,,,0.82,NEI,2010080441
23:45.0,-17.541,168.069,25,7.3,Mw,405,,,1.25,NEI,2010081040
54:15.6,-1.266,-77.306,206.7,7.1,Mw,672,,,0.87,NEI,2010081240
19:34.1,12.487,141.474,16,6.9,Mw,393,,,1.35,NEI,2010081340
30:16.9,12.348,141.487,10,6.2,Mw,280,,,1.11,NEI,2010081440
01:04.1,12.273,141.429,13,6.6,Mw,374,,,1.28,NEI,2010081441
09:29.2,-5.692,148.342,174.7,6.3,Mw,372,,,0.97,NEI,2010081540
30:53.3,-17.759,65.647,9.8,6.3,Mw,204,,,1.18,NEI,2010081640
35:49.0,-20.799,-178.826,603.2,6.2,Mw,416,,,1.03,NEI,2010081640
28:15.4,12.234,141.514,10,6.3,Mw,207,,,1.07,NEI,2010081840
56:14.1,-6.57,154.246,19,6.1,Mw,213,,,1.22,NEI,2010082040
11:59.1,18.795,-107.193,10,6.2,Mw,227,,,1.3,NEI,2010082440
16:06.6,51.451,-175.87,23.5,6.5,Mw,583,,,0,AEI,2010090340
35:47.8,-43.522,171.83,12,7,Mw,365,,,1.3,NEI,2010090340
52:04.1,-17.368,-173.999,69,6.1,Mw,371,,,0.83,NEI,2010090440
13:32.1,-15.879,-179.306,9,6.3,Mw,257,,,1.32,NEI,2010090740
37:31.9,-20.671,169.818,10,6.3,Mw,273,,,1.16,NEI,2010090840
28:01.7,-37.034,-73.412,16,6.2,Mw,265,,,1.15,NEI,2010090940
21:15.0,36.443,70.774,220.1,6.3,Mw,385,,,1.11,NEI,2010091740
12:41.7,-5.314,133.917,30,6,Mw,345,,,0.81,NEI,2010092640
10:51.1,-4.909,133.712,10,6.2,Mb,272,,,1.24,NEI,2010092940
11:25.9,-4.963,133.76,26,7,Mw,271,,,1.31,NEI,2010092940
28:38.9,24.27,125.154,32,6.3,Mw,370,,,0.92,NEI,2010100440
26:13.7,51.374,-175.361,19,6.4,Mw,590,,,1.06,NEI,2010100840
49:10.7,51.287,-175.18,27.7,6,Mw,443,,,0,AEI,2010100840
43:08.1,2.831,128.217,120,6.2,Mw,348,,,0.96,NEI,2010100840
53:13.6,24.696,-109.156,13,6.7,Mw,352,,,1.21,NEI,2010102140
42:22.5,-3.487,100.082,20.1,7.8,Mw,379,,,1.17,NEI,2010102540
37:31.1,-2.958,100.372,26,6.3,Me,258,,,1.04,NEI,2010102540
18:33.1,-56.586,-142.292,10,6.4,Mw,35,,,1.5,NEI,2010103040
18:15.6,-4.617,134.071,10,6,Mw,156,,,1.15,NEI,2010110340
34:42.5,-20.466,-174.28,18,6.1,Mw,430,,,0.9,NEI,2010110340
05:24.4,-45.464,96.394,10,6.5,Mw,267,,,1.12,NEI,2010111040
36:31.4,-54.967,-131.479,10,6,Mw,169,,,1.22,NEI,2010112140
01:06.9,-5.959,148.966,68,6.1,Mw,345,,,1.07,NEI,2010112340
24:40.2,28.349,139.187,470,6.8,Mw,477,,,0.85,NEI,2010113040
01:27.4,-15.888,-178.956,15.2,6.1,Mw,259,,,0.98,NEI,2010120140
12:09.8,-6.001,149.977,33,6.6,Mw,306,,,1.15,NEI,2010120240
24:35.3,-56.412,-25.741,29.4,6.3,Mw,319,,,1.06,NEI,2010120840
14:42.3,-6.534,155.647,135.8,6.2,Mw,392,,,1.02,NEI,2010121340
29:30.8,-7.268,128.786,134.9,6,Mw,364,,,0.92,NEI,2010121540
41:59.2,28.412,59.18,12,6.7,Mw,279,,,1.21,NEI,2010122040
19:40.7,26.901,143.698,14,7.4,Mw,603,,,0.99,NEI,2010122140
49:40.1,26.81,143.595,18,6.4,Mw,455,,,1.06,NEI,2010122242
00:32.3,53.127,171.161,18,6.4,Mw,559,,,0.91,NEI,2010122340
16:37.0,-19.702,167.947,16,7.3,Mw,409,,,1.17,NEI,2010122540
13:37.7,-19.616,168.284,13,6,Mw,300,,,0.93,NEI,2010122640
34:17.6,-23.407,-179.802,551,6.3,Mw,446,,,0.85,NEI,2010122840
54:19.6,-19.661,168.14,16,6.4,Mw,372,,,1.27,NEI,2010122940
56:58.1,-26.803,-63.136,576.8,7,Mw,607,,,0.85,NEI,2011010140
20:17.8,-38.355,-73.326,24,7.2,Mw,397,,,1.1,NEI,2011010240
